restaurent_name,location,ratings,number_of_rating,Food Item Name,item_prices,item_description,category
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,WFH Combo (Veg),694,2Veg Whopper + 1King Peri Peri Fries + 1 Veggie Strips +1 Chocolate Shake +1 Pepsi (M),
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Cheese Meltdown + 1King Fries + 2 Med Pepsi,595,2 Cheese Meltdown + 1King Fries + 2 Med Pepsi,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Fiery Chicken + 1King Fries + 2 Med Pepsi,615,2 Fiery Chicken + 1King Fries + 2 Med Pepsi,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Mini Treat Combo (Veg),606,1 Classic Veg + 2 Crispy Veg Double + 2 Medium Fries + 1 Veggie Strips + 2 Pepsi (M),
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Mini Treat Combo (Chicken),673,1 Classic Chicken + 2 Crispy Chicken Double Patty + 1 King Fries + 1Chicken Fries + 2 Pepsi (M),
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Binge Combo ( Veg),676,1 Veg Whopper + 2Crispy Veg Double+ 2 medium Fries + 1 Veggie Strips + 2 Pepsi (M),
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Binge Combo ( Chicken ),745,1 Chicken Whopper + 2 Crispy Chicken + 1 King Fries + Regular Boneless + 2 Pepsi (M),
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chillax Combo (Veg),773,2 Classic Veg + 2 Crispy Veg + 2 Medium Fries + 2 Veggie Strips + 3 Pepsi (M),
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,BK Classic Chicken + BK Classic Chicken,198,BK Classic Chicken + BK Classic Chicken,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Makhani Burst + Lite Whopper Jr Chicken,199,Chicken Makhani Burst + Lite Whopper Jr Chicken,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Chicken Double Patty + Crispy Chicken Double Patty,238,Crispy Chicken Double Patty + Crispy Chicken Double Patty,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Whopper + Chicken Whopper,358,Chicken Whopper + Chicken Whopper,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Twisted Whopper Veg + Twisted Whopper Veg,398,Twisted Whopper Veg + Twisted Whopper Veg,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Twisted Whopper Chicken + Twisted Whopper Chicken,438,Twisted Whopper Chicken + Twisted Whopper Chicken,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Chicken Whopper + 2 Crispy Chicken + 5pc- Chicken Sticks + 1 King Fries + 4 Pepsi,1012,2 Chicken Whopper + 2 Crispy Chicken + 1 Chicken Fries + 1 King Fries + 4 Pepsi (M),
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Veg Whopper + 2Crispy Veg + 5pc Veggie Strips + 1 King Fries + 4 Medium Pepsi,872,2 Veg Whopper + 2 Crispy Veg + 5pc Veggie Strips + 1 King Fries + 4 Pepsi (M),
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,1 Crispy Chicken + 1 Chocolate Thick Shake,218,1 Crispy Chicken + 1 Chocolate Thick Shake,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,1 Chicken Whopper + 1 Chocolate Thick Shake,328,1 Chicken Whopper + 1 Chocolate Thick Shake,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,1 Crispy Veg + 1 Chocolate Thick Shake,204,1 Crispy Veg + 1 Chocolate Thick Shake,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,1 Veg Whopper + 1 Chocolate Thick Shake,298,1 Veg Whopper + 1 Chocolate Thick Shake,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,1 Paneer Overload Burger + 1 Chocolate Thick Shake,328,1 Paneer Overload Burger + 1 Chocolate Thick Shake,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Lite Whopper Jr Chicken + 1 King Fries+ 1 Chicken Fries,416,2 Lite Whopper Jr Chicken + 1 King Fries+ 1 Chicken Fries,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Crispy Chicken Double Patty + 1King Fries + 1 Chicken Fries,416,2 Crispy Chicken Double Patty + 1King Fries + 1 Chicken Fries,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Crispy Veg Double Patty + 1King Fries + 1Veggie strips,298,2 Crispy Veg Double Patty + 1King Fries + 1Veggie strips,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Lite Whopper Jr Veg + 1 King Fries + 1 Veggie strips,366,2 Lite Whopper Jr Veg + 1 King Fries + 1 Veggie strips,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Crispy Veg Double Patty + 1 King Fries +1Chocolate mousse cup,358,2 Crispy Veg Double Patty + 1 King Fries +1Chocolate mousse cup,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Crispy Chicken + 1 King Fries +1Chocolate mousse cup,368,2 Crispy Chicken + 1 King Fries +1Chocolate mousse cup,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,1 Cheese Meltdown + 1 Veggie Strips + 1  Chocolate Mousse cup,327,1 Cheese Meltdown +1 Veggie Strips + 1  Chocolate Mousse cup,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,1 Fiery Chicken +1  Chicken Fries + 1 Chocolate Mousse cup,367,1 Fiery Chicken + 1 Chicken Fries + 1 Chocolate Mousse cup,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2Chicken Whopper + 2Pepsi + 1Cheesy fries + 2 Chocolate Chocolate Mousse Cup,823,2Chicken Whopper + 2Pepsi + 1Cheesy fries + 2 Chocolate Chocolate Mousse Cup,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2Veg Whopper + 2Pepsi + 1Cheesy fries + 2 Chocolate Chocolate Mousse Cup,763,2Veg Whopper + 2Pepsi + 1Cheesy fries + 2 Chocolate Mousse Cup,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Veg Whopper + 1Cheese Meltdown,467,2 Veg Whopper + 1Cheese Meltdown,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Cheese Meltdown + 1Classic Veg,417,2 Cheese Meltdown + 1Classic Veg,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Chicken Whopper +1Fiery Chicken,537,2 Chicken Whopper +1Fiery Chicken,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Fiery Chicken +1Classic Chicken,457,2 Fiery Chicken +1Classic Chicken,
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Mutton Whopper,299,Flame grilled signature Mutton patty Whopper,Whopper
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Twisted Whopper - Mutton,339,"The biggest Whopper ever, Twisted Whopper, with xxl buns, crunchy chips, flame grilled mutton patty, cheese, loads of veggies & sauces. Big on flavours, big on bite",Whopper
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Mutton Whopper Double Patty,389,"Two much mutton as delicious flame-grilled patties, farm-fresh veggies and mayo is what makes this Mutton Double Whopper a feast for the beast.",Whopper
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Whopper,179,"Our signature Whopper with 7 layers between the buns. Flame Grilled chicken Patty, fresh onion, crispy lettuce, juicy tomatoes, tangy gherkins, creamy and smoky sauces with xxl buns. It’s Not A Burger, it’s a Whopper.",Whopper
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Whopper with Cheese,199,"Our signature Whopper with 7 layers between the buns. Flame Grilled chicken Patty with Cheese slice, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces with xxl buns. It’s Not A Burger, it’s a Whopper.",Whopper
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Twisted Whopper - Chicken,219,"The biggest Whopper ever, Twisted Whopper, with xxl buns, crunchy chips, flame grilled chicken patty, cheese, loads of veggies & sauces. Big on flavours, big on bite.",Whopper
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Whopper Double Patty,239,"Our signature Whopper with 7 layers between the buns. Flame Grilled chicken Double Patty, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces with xxl buns. It’s Not A Burger, it’s a Whopper.",Whopper
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veg Whopper,149,"Our signature Whopper with 7 layers between the buns. Extra crunchy veg Patty, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces with xxl buns. It’s Not A Burger, it’s a Whopper.",Whopper
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veg Whopper with Cheese,169,"Our signature Whopper with 7 layers between the buns. Extra crunchy veg Patty with Cheese slice, fresh onion, crispy lettuce, juicy tomatoes, tangy gherkins, creamy and smoky sauces with xxl buns. It’s Not A Burger, it’s a Whopper.",Whopper
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veg Whopper Double Patty,199,"Our signature Whopper with 7 layers between the buns. Extra crunchy veg Double Patty, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces with xxl buns. It’s Not A Burger, it’s a Whopper.",Whopper
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Twisted Whopper - Veg,199,"The biggest Whopper ever, Twisted Whopper, with xxl buns, crunchy chips, extra crunchy veg patty, cheese, loads of veggies & sauces. Big on flavours, big on bite.",Whopper
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Mutton Whopper - Combo,428,"Save Rs 35 |Make room for our fully loaded Whopper with a juicy, flame-grilled Mutton Patty, tangy pickles, fresh veggies, mayo and ketchup served in fresh 5"" buns. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Mutton Twisted Whopper Combo,468,"Save Rs 35 It's sweet yet spicy, spicy yet sweet. Our Limited Time Twisted Mutton Whopper with crunchy chips, flame grilled mutton patty, cheese slice, tangy jalapenos, sweet spicy sauces, juicy tomatoes, crispy lettuce, xxl buns. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Chicken Combo,209,"Save Rs 35 |Our best-selling burger with crispy chicken patty, fresh onion and our signature sauce. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Spicy Grill Chicken Burger Meal Combo,228,Save Rs 35 |Flame Grilled chicken patty with BK spicy sauce makes this a grill classic.Comes with Fries (M) + Pepsi (M),Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,BK Classic Chicken Combo,228,"Save Rs 35 |Our tribute to classic american taste. BK chicken patty, garden fresh crispy lettuce, juicy tomato(seasonal) & our signature sauce. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Lite Whopper Jr Chicken Combo,248,"Save Rs 35 |Our signature Whopper with 7 layers between the buns in a convenient size. Flame Grilled chicken Patty, fresh onion, crispy lettuce, juicy tomatoes, tangy gherkins, creamy and smoky sauces. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Tandoor Grill - Combo,278,"Save Rs 35 |Desiness Alert! Flame grilled Tandoori Chicken, mint sauce with fresh onion  with our unique corn dust buns. An indulgent treat from our King's Collection! Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Big Smoky Grill Chicken Burger Combo,288,Save Rs 35 |Our Big Burger with Flame Grilled smoky chicken patty & loads of sauces makes it a grill treat. Comes with Fries (M) + Pepsi (M),Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Whopper Combo,308,"Save Rs 35 |Our signature Whopper with 7 layers between the buns. Flame Grilled chicken Patty, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces with xxl buns. It’s Not A Burger, it’s a Whopper. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Fiery Chicken - Combo,308,"Save Rs 35 |Too Hot to Handle. Our Spicy & Crunchy Chicken Patty topped with crispy lettuce, juicy tomatoes(seasonal) and creamy sauce with our unique corn dust buns. An indulgent treat from our King's Collection!Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Twisted Whopper Combo,348,"Save Rs 35 |It's sweet yet spicy, spicy yet sweet. Our Limited Time Twisted Chicken Whopper with crunchy chips, flame grilled chicken patty, cheese slice, tangy jalapenos, sweet spicy sauces, juicy tomatoes, crispy lettuce, xxl buns. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,King Egg Combo,188,Save Rs 35 | Freshly made egg patty burger. Comes with Fries (M) + Pepsi (M),Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Veg Combo,184,"Save Rs 35 |Our best-selling burger with crispy veg patty, fresh onion and our signature sauce. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,BK Classic Veg Combo,208,"Save Rs 35 |Our tribute to classic american taste. BK veg patty, garden fresh crispy lettuce, juicy tomato(seasonal) & our signature sauce. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Lite Whopper Jr Veg Combo,238,"Save Rs 35 |Our signature Whopper with 7 layers between the buns in a convenient size. Extra crunchy veg Patty, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veg Whopper  Combo,278,"Save Rs 35 |Our signature Whopper with 7 layers between the buns. Extra crunchy veg Patty, fresh onion, crispy lettuce, juicy tomatoes, tangy gherkins, creamy and smoky sauces with xxl buns. It’s Not A Burger, it’s a Whopper. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Cheese Melt down combo,298,"Save Rs 35 |Cheese oozing spicy veg patty, veggies and creamy sauce. An indulgent treat from our King's Collection! Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Paneer Overload Combo,308,"Save Rs 35 |A patty with paneer sandiwched with masala, veggies and creamy sauce. An indulgent treat from our King's Collection!Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veg Twisted Whopper Combo,328,"Save Rs 35 |The biggest Whopper ever, Boss Whopper, with xxl buns, crunchy chips, extra crunchy veg patty, cheese, loads of veggies & sauces. Big on flavours, big on bite. Comes with Fries (M) + Pepsi (M)",Meal Combos (Save Rs 35)
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Chicken Burger,80,"Our best-selling burger with crispy chicken patty, fresh onion and our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,BK Classic Chicken Burger,99,"Our tribute to classic american taste. BK chicken patty, garden fresh crispy lettuce, juicy tomato(seasonal) & our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Spicy Grill Chicken Burger,99,Flame Grilled chicken patty with BK spicy sauce makes this a grill classic.,Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Chicken with Cheese Burger,100,"Our best-selling burger with cheese slice, crispy chicken patty, onion and our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,BK Classic Chicken with Cheese Burger,119,"Our tribute to classic american taste. BK chicken patty, garden fresh crispy lettuce, juicy tomato(seasonal), Cheese slice & our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Lite Whopper Jr Chicken,119,"Our signature Whopper with 7 layers between the buns in a convenient size. Flame Grilled chicken Patty, fresh onion, crispy lettuce, juicy tomatoes, tangy gherkins, creamy and smoky sauces.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Chicken Double Patty Burger,119,"Our best-selling burger with crispy chicken Double Patty, fresh onion and our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Chicken Double Patty with Cheese,139,"Our best-selling burger with crispy chicken Double Patty, Cheese slice, fresh onion and our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Lite Whopper Jr Chicken with Cheese,139,"Our signature Whopper with 7 layers between the buns in a convenient size. Flame Grilled chicken Patty, Cheese slice, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Big Smoky Grill Chicken Burger,159,Our Big Burger with Flame Grilled smoky chicken patty & loads of sauces makes it a grill treat.,Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Lite Whopper Jr Chicken Double Patty,169,"Our signature Whopper with 7 layers between the buns in a convenient size. Flame Grilled chicken Double Patty, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Fiery Chicken with Cheese Burger,199,"Too Hot to Handle. Our Spicy & Crunchy Chicken Patty topped with crispy lettuce, juicy tomatoes(seasonal), Cheese Slice and creamy sauce with our unique corn dust buns. An indulgent treat from our King's Collection!",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Tandoor grill Double Patty,249,"Desiness Alert! Flame grilled Tandoori Double Chicken, mint sauce with fresh onion  with our unique corn dust buns. An indulgent treat from our King's Collection!",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Veg Burger,55,"Our best-selling burger with crispy veg patty, fresh onion and our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,King Egg Burger,60,Freshly made egg patty burger,Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Veg Double Patty Burger,75,"Our best-selling burger with crispy veg Double patty, fresh onion and our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Veg with Cheese Burger,75,"Our best-selling burger withcrispy veg patty, Cheese slice, fresh onion and our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,BK Classic Veg Burger,79,"Our tribute to classic american taste. BK veg patty, garden fresh crispy lettuce, juicy tomato(seasonal) & our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,King Egg with Cheese,80,Freshly made egg patty burger with a slice of cheese,Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,King Egg Double Patty Burger,80,Freshly made egg double patty burger,Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Veg Double Patty with Cheese,95,"Our best-selling burger with crispy veg Double patty, Cheese slice, fresh onion and our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Bk Classic Veg with cheese,99,"Our tribute to classic american taste. BK veg patty, garden fresh crispy lettuce, juicy tomato(seasonal), Cheese slice & our signature sauce.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Lite Whopper Jr Veg,109,"Our signature Whopper with 7 layers between the buns in a convenient size. Extra crunchy veg Patty, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Lite Whopper Jr Veg with Cheese,129,"Our signature Whopper with 7 layers between the buns in a convenient size. Extra crunchy veg Patty, Cheese slice, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Lite Whopper Jr Veg Double Patty,149,"Our signature Whopper with 7 layers between the buns in a convenient size. Extra crunchy veg Double Patty, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces.",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Cheese Meltdown with Cheese Burger,189,"Cheese oozing spicy veg patty, veggies, Cheese slice and creamy sauce. An indulgent treat from our King's Collection!",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Paneer Overload with Cheese Burger,199,"A patty with paneer sandiwched with masala, veggies, Cheese slice and creamy sauce. An indulgent treat from our King's Collection!",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Makhani Burst Burger,80,Enjoy rich makhani flavour with crispy chicken patty topped with fresh onion,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Chicken Wrap,80,"Wrap loaded with crispy chicken patty, crunchy onions and tangy sauce",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Fries (5 Pcs) + 1 Dip,99,Chicken Fries 5 PCS + 1 Fiery Hell Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Dips Combo Pack,40,Easy Cheesy Dip + Fiery Hell Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy veg Wrap,60,"Our crispy veg patty, topped with salad mix, our signature sauce wrapped in a grilled paratha",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Makhani Burst Double Patty Burger,120,Enjoy rich makhani flavour with crispy chicken double patty topped with fresh onion,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Boneless Wings(Regular) + 1 Dip,169,Boneless Wings Regular + 1 Sweet Spice Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Boneless Wings(Large) + 1 Dip,269,Boneless Wings(Large) + 1 Sweet Spice Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veg Crunchy Volcano,60,"Be ready for a crunchy, saucy, explosion. A crunchy volcano shell filled with beans & veg mix, chef's secret sauce, fresh onion & crisp lettuce.",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Tikki Twist Burger,60,"Tikki bhi, Twist bhi! Our new signature burger with spicy sauce, onion, mix veg patty & a crunchy twist!",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veg Makhani Burst Burger,60,Enjoy rich makhani flavour with mix veg patty topped up with fresh onion,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veggie Strips(5Pcs) + 1 Dip,69,Veggie Strips(5Pcs) + 1 Easy Cheesy Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,King Egg Wrap,80,"A fresh and fluffy  egg patty loaded with juicy veggies, topped with a delightful spicy sauce, wrapped in a grilled paratha",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Tikki Twist Double Patty Burger,80,"Tikki bhi, Twist bhi! Our new signature burger with spicy sauce, onion, mix veg double patty & a crunchy twist!",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veg Makhani Burst Double Patty Burger,80,Enjoy rich makhani flavour with mix veg double patty topped up with fresh onion,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chocolate Mousse Cup,109,Airy and creamy chocolate mousse topped with chocolate ganache and choco chips,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Fries + Veg Strips + 2 Dips,174,1 Fries +4  Veg strips + 1 Sweet Spice Dip + 1 Easy Cheesy Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,My Fries & Dips Pack,200,1 Fries + 2 Boneless Wings + 1 Fiery Hell Dip  +1  Easy cheesy Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,My Fries & Dips Pack - Non Veg,204,1 Fries + 4 Chicken Fries + 1 Fiery Hell Dip + 1 Easy Cheesy Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Choco Lava Cup,109,Melty Chocolate filled in cupcake,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Fiery Hell Dip,20,Chefs Special Spicy Sauce,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Sweet N Spice Dip,20,Honey Mustard Sauce,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Easy Cheesy Dip,20,Cheese & Jalapeno Sauce,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Hashbrown,29,What every potato wants to be.,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veggie Strips - 5 Pcs,49,Vegetarian's favourite finger food.,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Fries (5 Pcs),79,Chicken in a spicy new avatar.,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Medium Fries,85,The perfect crispy partner.,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,King Fries,99,The perfect crispy partner.,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Medium Peri Peri Fries,105,Crispy fries with peri peri spice. Hot indeed,Sides
